,Empresas,Cargos,Salarios,Ciudades,Urls
1564,EMTELCO,Analista de desarrollo de aplicaciones - medellín,"$2,5 a $3 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/analista-de-desarrollo-de-aplicaciones-medellin/1885613203
1565,NEXA BPO,Agente call center cobranzas cartera administrativa,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/agente-call-center-cobranzas-cartera-administrativa/1885613208
1566,CONFIPETROL,Auxiliar jurídico,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-juridico/1885613204
1567,Fundacion Santa fé,Instrumentador (a) quirurgico (a),"$3 a $3,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/instrumentador-a-quirurgico-a/1885613209
1568,PANAMERICANA OUTSOURCING S.A.,Auxiliar de auditoría procesos,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-auditoria-procesos/1885548797
1569,Holcim,Analista de conciliaciones bilingüe (holcim abs) - frances b2,"$2,5 a $3 millones",Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-conciliaciones-bilingue-holcim-abs-frances-b2/1885612959
1570,Empresa confidencial,Coordinador administrador en salud - pasto,$6 a $8 millones,Pasto,https://www.elempleo.com/co/ofertas-trabajo/coordinador-administrador-en-salud-pasto/1885613219
1571,Empresa confidencial,Consultor en sistemas integrados de gestión,"$4 a $4,5 millones",Cartagena,https://www.elempleo.com/co/ofertas-trabajo/consultor-en-sistemas-integrados-de-gestion/1885613213
1572,CEDICAF S.A,Técnico en atención pre hospitalario,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/tecnico-en-atencion-pre-hospitalario/1885612982
1573,KIBERNUM SAS,Analista tecnico/fullstack,$6 a $8 millones,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-tecnico-fullstack/1885613215
1574,SUSTS Colombia Ltda.,Practicante tecnico o tecnólogo - tecnología y sistemas bogota,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/practicante-tecnico-o-tecnologo-tecnologia-y-sistemas-bogota/1885613220
1575,Empresa confidencial,Odontologo director comercial,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/odontologo-director-comercial/1885613237
1576,MANPOWER,Analista contable - experiencia en fiduciarias,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-contable-experiencia-en-fiduciarias/1885613232
1577,Empresa confidencial,Enfermera (o) soporte y capacitación historia clinica sistematizada,"$3,5 a $4 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/enfermera-o-soporte-y-capacitacion-historia-clinica-sistematizada/1885613235
1578,Nae,Auxiliar contable,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-contable/1885613280
1579,ADECCO COLOMBIA S A,Enfermero jefe de cultura y formacion,"$3,5 a $4 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/enfermero-jefe-de-cultura-y-formacion/1885613250
1580,Empresa confidencial,Montacarguista,"$2 a $2,5 millones",Cartagena,https://www.elempleo.com/co/ofertas-trabajo/montacarguista/1885613252
1581,Empresa confidencial,We're looking for a bilingual quality analyst in barranquilla!,"$2 a $2,5 millones",Barranquilla,https://www.elempleo.com/co/ofertas-trabajo/were-looking-for-a-bilingual-quality-analyst-in-barranquilla/1885613297
1582,SMART CONSULTING AND SERVICE LIMITADA,Comercial ejecutivo,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/comercial-ejecutivo/1885613290
1583,PARQUE EXPLORA,Profesional diseño industrial,Salario a convenir,Medellín,https://www.elempleo.com/co/ofertas-trabajo/profesional-diseno-industrial/1885613253
1584,TALYCAP GLOBAL SAS,Comercial it,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/comercial-it/1885613306
1585,Empresa confidencial,Gerente administrativo y comercial,Salario a convenir,Bucaramanga,https://www.elempleo.com/co/ofertas-trabajo/gerente-administrativo-y-comercial/1885613264
1586,ADECCO COLOMBIA S A,Analista de investigación y desarrollo de productos,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-de-investigacion-y-desarrollo-de-productos/1885613276
1587,Sinergy & Lowells,Analista soporte lt/ calidad 27001,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-soporte-lt--calidad-27001/1885613296
1588,Servicio de empleo Comfama,Analista de compras y logística con licencia b1 para guarne 1626313558.8,"$1,5 a $2 millones",Guarne,https://www.elempleo.com/co/ofertas-trabajo/analista-de-compras-y-logistica-con-licencia-b1-para-guarne-16263135588/1885613292
1589,Empresa confidencial,Asistente administrativo sogomaso,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asistente-administrativo-sogomaso/1885613289
1590,Empresa confidencial,Asesor comercial medicina prepagada,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asesor-comercial-medicina-prepagada/1885613256
1591,MEDICALL TALENTO HUMANO S.A.S.,Enfermera de gestion del riesgo,"$3 a $3,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/enfermera-de-gestion-del-riesgo/1885613301
1592,NUEVA EPS S.A,Coordinador de oficina - armenia-rs-012356,"$3 a $3,5 millones",Armenia,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-oficina-armeniars012356/1885613308
1593,Empresa confidencial,¡reconocida multinacional busca un/a analista de selección bilingüe!,"$2,5 a $3 millones",Remoto,https://www.elempleo.com/co/ofertas-trabajo/reconocida-multinacional-busca-un-a-analista-de-seleccion-bilingue/1885609693
1594,SERVICIOS Y ASESORIAS,Director técnico,"$4 a $4,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/director-tecnico/1885613268
1595,PERIFERIA IT CORP SAS,Consultor/a sql server - sas,"$5,5 a $6 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/consultor-a-sql-server-sas/1885613285
1596,Comestibles Ricos S.A,Supervisor de ventas tat- chia,Salario a convenir,Chía,https://www.elempleo.com/co/ofertas-trabajo/supervisor-de-ventas-tat-chia/1885613238
1597,MASSY ENERGY COLOMBIA S.A.S,Planeador de mantenimiento- parada de planta,"$5,5 a $6 millones",Riohacha,https://www.elempleo.com/co/ofertas-trabajo/planeador-de-mantenimiento-parada-de-planta/1885613225
1598,Asesoftware S.A.S,Auxiliar administrativo,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativo/1885613118
1599,Listos S.A.S,Inspector de calidad o laboratorio,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/inspector-de-calidad-o-laboratorio/1885613228
1600,UNIVERSIDAD SANTO TOMAS,Auxiliar jardinero,Menos de $1 millón,Bucaramanga,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-jardinero/1884636980
1601,Empresa confidencial,Practicante de psicología,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/practicante-de-psicologia/1885613272
1602,Listos S.A.S,Ingeniero sst,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-sst/1885613319
1603,SYNERGY PARTNERS S.A.S,Operador de planta,"$1 a $1,5 millones",Bogotá alrededores,https://www.elempleo.com/co/ofertas-trabajo/operador-de-planta/1885613317
1604,Empresa confidencial,Auditor senior,"$3,5 a $4 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auditor-senior/1885613323
1605,Empresa confidencial,Auditor academico,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auditor-academico/1885613336
1606,Servicio de empleo Comfama,Analista contable 1626037973.42,"$2,5 a $3 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/analista-contable-162603797342/1885613340
1607,Empresa confidencial,Asesor comercial pac- 12302-manizales,"$1,5 a $2 millones",Manizales,https://www.elempleo.com/co/ofertas-trabajo/asesor-comercial-pac-12302manizales/1885613342
1608,Empresa confidencial,Tecnico de soporte sogamoso,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/tecnico-de-soporte-sogamoso/1885613346
1609,DOBLE ALCA SAS,"Analista logistico calle 80, funza, madrid, mosquera","$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-logistico-calle-80-funza-madrid-mosquera/1885613348
1610,GRUPO COOMEVA,Asesor/a integral pereira,"$1,5 a $2 millones",Pereira,https://www.elempleo.com/co/ofertas-trabajo/asesor-a-integral-pereira/1885613314
1611,Empresa confidencial,Asesor comercial interno barrancabermeja,"$1,5 a $2 millones",Barrancabermeja,https://www.elempleo.com/co/ofertas-trabajo/asesor-comercial-interno-barrancabermeja/1885613320
1612,CONSTRUCTORA BOLIVAR,Almacenista de construcción- cajica,Salario a convenir,Cajicá,https://www.elempleo.com/co/ofertas-trabajo/almacenista-de-construccion-cajica/1885613316
1613,Empresa confidencial,Jefe de importaciones y logistica,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-importaciones-y-logistica/1885613223
1614,Universidad de la Sabana,Gestor de proyectos,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/gestor-de-proyectos/1885613143
1615,UNIVERSIDAD ICESI,Auxiliar administrativa (o) start up y aceleración - cali,"$1,5 a $2 millones",Cali,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativa-o-start-up-y-aceleracion-cali/1885613222
1616,Empresa confidencial,Asesor comercial interno barrancabermeja,"$1,5 a $2 millones",Barrancabermeja,https://www.elempleo.com/co/ofertas-trabajo/asesor-comercial-interno-barrancabermeja/1885177854
1617,Listos S.A.S,Administrador de punto de venta cartagena,"$2 a $2,5 millones",Cartagena,https://www.elempleo.com/co/ofertas-trabajo/administrador-de-punto-de-venta-cartagena/1885613330
1618,MEDICALL TALENTO HUMANO S.A.S.,Auxiliar de admisiones,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-admisiones/1885613332
1619,Sociedad Portuaria Michellmar S.A.,Contador publico,"$2 a $2,5 millones",Barranquilla,https://www.elempleo.com/co/ofertas-trabajo/contador-publico/1885613345
1620,AEMC CONSTRUCCIONES Y CONSULTORIAS SAS,"Auxiliar contable, estudiante","$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-contable-estudiante/1885613357
1621,PANAMERICANA OUTSOURCING S.A.,Coordinador de comercio exterior,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-comercio-exterior/1885613359
1622,Empresa confidencial,Analista de lealtad / fidelizacion de clientes,"$3 a $3,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-de-lealtad---fidelizacion-de-clientes/1885613385
1623,CAFAM,Inspector de seguridad integral,"$3 a $3,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/inspector-de-seguridad-integral/1885613390
1624,Servicio de empleo Comfama,Communications and marketing manager bilingüe 1626345623.3,"$4,5 a $5,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/communications-and-marketing-manager-bilingue-16263456233/1885613391
1625,CREDICORP CAPITAL COLOMBIA,Asistente de contabilidad,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asistente-de-contabilidad/1885613388
1626,RACAFE,Asesor comercial de vehículos pesados (buses y camiones),Salario a convenir,Cali,https://www.elempleo.com/co/ofertas-trabajo/asesor-comercial-de-vehiculos-pesados-buses-y-camiones/1885613402
1627,Empresa confidencial,Almacenista junior - siberia y alrededores,"$1 a $1,5 millones",Tenjo,https://www.elempleo.com/co/ofertas-trabajo/almacenista-junior-siberia-y-alrededores/1885613395
1628,Empresa confidencial,Director comercial - medellin,"$4,5 a $5,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/director-comercial-medellin/1885613365
1629,CHEMISTRY DE COLOMBIA SAS,Representante de ventas,"$1 a $1,5 millones",Remoto,https://www.elempleo.com/co/ofertas-trabajo/representante-de-ventas/1885613375
1630,Empresa confidencial,Consultor comercial de oficina bancaria monteria,"$4 a $4,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/consultor-comercial-de-oficina-bancaria-monteria/1885613378
1631,Empresa confidencial,Practicante de psicología,Salario a convenir,Cartagena,https://www.elempleo.com/co/ofertas-trabajo/practicante-de-psicologia/1885613368
1632,Empresa confidencial,Psicologo - ppl medellin,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/psicologo-ppl-medellin/1885613374
1633,RACAFE,Asesor posventa,Salario a convenir,Cali,https://www.elempleo.com/co/ofertas-trabajo/asesor-posventa/1885613466
1634,NEXA BPO,Agente call center cobranzas cartera administrativa,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/agente-call-center-cobranzas-cartera-administrativa/1885613458
1635,Empresa confidencial,Científico de datos área de riesgo,"$3 a $3,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/cientifico-de-datos-area-de-riesgo/1885613459
1636,Nexarte,Operarios de producción,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/operarios-de-produccion/1885613460
1637,Empresa confidencial,Practicante universitario de seguridad y salud en el trabajo,"$1 a $1,5 millones",Bogotá alrededores,https://www.elempleo.com/co/ofertas-trabajo/practicante-universitario-de-seguridad-y-salud-en-el-trabajo/1885613440
1638,DOBLE ALCA SAS,"Auxiliar operativo - logistico calle80, mosquera , madrid, funza","$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-operativo-logistico-calle80-mosquera-madrid-funza/1885613418
1639,BRM SA,Administrador web,Salario a convenir,Remoto,https://www.elempleo.com/co/ofertas-trabajo/administrador-web/1885613436
1640,REFINANCIA S.A.,Asesor de cobranza - medellin,"$1 a $1,5 millones",Sabaneta,https://www.elempleo.com/co/ofertas-trabajo/asesor-de-cobranza-medellin/1885613420
1641,Empresa confidencial,Mensajero repartidor con moto -manizales,Menos de $1 millón,Manizales,https://www.elempleo.com/co/ofertas-trabajo/mensajero-repartidor-con-moto-manizales/1885613437
1642,Integrando Soluciones Logisticas,Auxiliar contable,"$1 a $1,5 millones",Cali,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-contable/1885506394
1643,Gente OK,Vendedor de mostrador - sector eléctrico,"$1,5 a $2 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/vendedor-de-mostrador-sector-electrico/1885613347
1644,PROCAPS S.A.,Planeador (licencia de maternidad),Salario a convenir,Barranquilla,https://www.elempleo.com/co/ofertas-trabajo/planeador-licencia-de-maternidad/1885613414
1645,Universidad Cooperativa de Colombia,Profesor (a) tiempo completo derecho maestria en derecho publico - campus popayan,"$4 a $4,5 millones",Popayán,https://www.elempleo.com/co/ofertas-trabajo/profesor-a-tiempo-completo-derecho-maestria-en-derecho-publico-campus-popayan/1885613417
1646,SIES SALUD,Profesional en contaduria,"$1,5 a $2 millones",Bogotá alrededores,https://www.elempleo.com/co/ofertas-trabajo/profesional-en-contaduria/1885613416
1647,REDES HUMANAS S.A.,Especialista hse barranquilla,"$3 a $3,5 millones",Barranquilla,https://www.elempleo.com/co/ofertas-trabajo/especialista-hse-barranquilla/1885613424
1648,ARMESSO S.A.,Vendedor medicina estetíca en medellín.,"$1 a $1,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/vendedor-medicina-estetica-en-medellin/1885613429
1649,Empresa confidencial,Ejecutivo de ventas,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ejecutivo-de-ventas/1885613376
1650,Empresa confidencial,Ingeniero de conectividad redes lan/wan,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-conectividad-redes-lan-wan/1885613409
1651,Empresa confidencial,Analista de soporte sogamoso,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-de-soporte-sogamoso/1885429833
1652,acoplaf,Administrador,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/administrador/1885613474
1653,AH MANTENIMIENTO Y MONTAJES SAS,Coordinador de seguridad y salud en el trabajo,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-seguridad-y-salud-en-el-trabajo/1885613478
1654,ATRYS COLOMBIA SAS,Especialista en calidad y/o seguridad del paciente,"$4 a $4,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/especialista-en-calidad-y-o-seguridad-del-paciente/1885613483
1655,AUDIFARMA,Analista de proyectos operaciones,Salario a convenir,Pereira,https://www.elempleo.com/co/ofertas-trabajo/analista-de-proyectos-operaciones/1885613473
1656,Comestibles Ricos S.A,Mercaderista girardot,"$1 a $1,5 millones",Girardot,https://www.elempleo.com/co/ofertas-trabajo/mercaderista-girardot/1885613489
1657,Cueros Velez S.A.,Director de relaciones laborales,Salario a convenir,Medellín,https://www.elempleo.com/co/ofertas-trabajo/director-de-relaciones-laborales/1885613484
1658,ABW PRODUCTOS VARIADOS SAS,Asesora comercial,"$1 a $1,5 millones",Mosquera,https://www.elempleo.com/co/ofertas-trabajo/asesora-comercial/1885613492
1659,Empresa confidencial,Analista de operaciones internacionales,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-de-operaciones-internacionales/1885613491
1660,Empresa confidencial,Auxiliar experiencia de cliente pqr,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-experiencia-de-cliente-pqr/1885613446
1661,D1 SAS,Practicante universitario profesional en sst,"$1 a $1,5 millones",Funza,https://www.elempleo.com/co/ofertas-trabajo/practicante-universitario-profesional-en-sst/1885613447
1662,Sodimac - Homecenter,Vendedor 6 horas hc industriales,Salario a convenir,Medellín,https://www.elempleo.com/co/ofertas-trabajo/vendedor-6-horas-hc-industriales/1885613463
1663,Nexarte,Todero auxiliar de mantenimiento,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/todero-auxiliar-de-mantenimiento/1885613462
1664,Servicio de empleo Comfama,Auxiliar de servicios generales 1626176612.9,"$1 a $1,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-servicios-generales-16261766129/1885613470
